0 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00, 1.00e-01, 1.00e-01, 4.58e-02, 9.00e+00, 2.00e-02, 1.00e+00, 1.00e+00]
200 [1.15e+00, 9.49e-01, 1.16e+00, 1.17e+00, 9.28e-01, 9.28e-01, 8.35e-01, 8.50e-01, 8.64e-01, 7.75e-01, -8.12e-03, -7.34e-03, 4.58e-02, 8.95e+00, -7.93e-02, 1.11e+00, 1.11e+00]
400 [1.25e+00, 9.07e-01, 1.26e+00, 1.27e+00, 8.69e-01, 8.66e-01, 6.74e-01, 6.98e-01, 7.23e-01, 6.25e-01, -9.04e-02, -8.76e-02, 4.58e-02, 8.92e+00, -1.27e-01, 1.18e+00, 1.12e+00]
600 [1.32e+00, 8.93e-01, 1.35e+00, 1.35e+00, 8.30e-01, 8.26e-01, 5.31e-01, 5.69e-01, 6.03e-01, 3.15e-01, -1.49e-01, -1.44e-01, 4.58e-02, 8.79e+00, -1.07e-01, 1.24e+00, 1.10e+00]
800 [1.38e+00, 9.16e-01, 1.41e+00, 1.41e+00, 8.16e-01, 8.12e-01, 4.00e-01, 4.67e-01, 5.10e-01, 1.08e-01, -1.93e-01, -1.86e-01, 4.58e-02, 8.61e+00, -1.05e-01, 1.30e+00, 1.02e+00]
1000 [1.44e+00, 9.47e-01, 1.47e+00, 1.47e+00, 8.00e-01, 7.96e-01, 2.73e-01, 3.73e-01, 4.26e-01, 1.03e-01, -2.29e-01, -2.20e-01, 4.58e-02, 8.42e+00, -9.73e-02, 1.36e+00, 9.32e-01]
1200 [1.49e+00, 9.86e-01, 1.53e+00, 1.53e+00, 7.92e-01, 7.88e-01, 1.49e-01, 2.64e-01, 3.25e-01, 1.27e-01, -2.92e-01, -2.79e-01, 4.58e-02, 8.07e+00, -1.53e-02, 1.44e+00, 8.64e-01]
1400 [1.54e+00, 9.98e-01, 1.58e+00, 1.57e+00, 7.65e-01, 7.58e-01, 3.27e-02, 1.45e-01, 2.08e-01, 1.57e-01, -3.13e-01, -2.98e-01, 4.58e-02, 7.97e+00, 2.10e-02, 1.59e+00, 9.31e-01]
1600 [1.59e+00, 1.02e+00, 1.65e+00, 1.64e+00, 7.09e-01, 6.93e-01, -6.66e-02, 2.87e-02, 8.41e-02, 2.02e-01, -3.48e-01, -3.30e-01, 4.58e-02, 7.85e+00, 7.32e-02, 1.75e+00, 1.06e+00]
1800 [1.63e+00, 1.07e+00, 1.70e+00, 1.69e+00, 6.61e-01, 6.37e-01, -1.42e-01, -6.79e-02, -2.70e-02, 2.35e-01, -3.76e-01, -3.56e-01, 4.58e-02, 7.77e+00, 1.04e-01, 1.87e+00, 1.13e+00]
2000 [1.66e+00, 1.13e+00, 1.73e+00, 1.73e+00, 6.29e-01, 6.02e-01, -1.91e-01, -1.33e-01, -1.04e-01, 2.57e-01, -3.94e-01, -3.72e-01, 4.58e-02, 7.73e+00, 1.26e-01, 1.98e+00, 1.15e+00]
2200 [1.69e+00, 1.18e+00, 1.76e+00, 1.75e+00, 6.00e-01, 5.78e-01, -2.20e-01, -1.71e-01, -1.49e-01, 2.77e-01, -3.98e-01, -3.76e-01, 4.58e-02, 7.72e+00, 1.38e-01, 2.09e+00, 1.16e+00]
2400 [1.72e+00, 1.21e+00, 1.77e+00, 1.75e+00, 5.72e-01, 5.62e-01, -2.35e-01, -1.91e-01, -1.71e-01, 2.96e-01, -3.96e-01, -3.74e-01, 4.58e-02, 7.73e+00, 1.42e-01, 2.22e+00, 1.14e+00]
2600 [1.75e+00, 1.24e+00, 1.78e+00, 1.75e+00, 5.45e-01, 5.55e-01, -2.44e-01, -2.00e-01, -1.80e-01, 3.16e-01, -3.94e-01, -3.72e-01, 4.58e-02, 7.73e+00, 1.38e-01, 2.37e+00, 1.11e+00]
2800 [1.77e+00, 1.26e+00, 1.78e+00, 1.75e+00, 5.21e-01, 5.61e-01, -2.48e-01, -2.04e-01, -1.82e-01, 3.33e-01, -3.93e-01, -3.71e-01, 4.58e-02, 7.73e+00, 1.34e-01, 2.52e+00, 1.08e+00]
3000 [1.80e+00, 1.27e+00, 1.78e+00, 1.74e+00, 5.01e-01, 5.78e-01, -2.51e-01, -2.06e-01, -1.81e-01, 3.50e-01, -3.98e-01, -3.76e-01, 4.58e-02, 7.72e+00, 1.30e-01, 2.70e+00, 1.04e+00]
3200 [1.82e+00, 1.28e+00, 1.78e+00, 1.72e+00, 4.84e-01, 6.05e-01, -2.54e-01, -2.07e-01, -1.79e-01, 3.66e-01, -3.99e-01, -3.77e-01, 4.58e-02, 7.72e+00, 1.27e-01, 2.88e+00, 1.01e+00]
3400 [1.84e+00, 1.28e+00, 1.77e+00, 1.70e+00, 4.68e-01, 6.42e-01, -2.56e-01, -2.08e-01, -1.76e-01, 3.81e-01, -4.01e-01, -3.78e-01, 4.58e-02, 7.72e+00, 1.25e-01, 3.07e+00, 9.71e-01]
3600 [1.87e+00, 1.28e+00, 1.77e+00, 1.69e+00, 4.59e-01, 6.91e-01, -2.58e-01, -2.08e-01, -1.73e-01, 3.96e-01, -4.06e-01, -3.83e-01, 4.58e-02, 7.72e+00, 1.22e-01, 3.27e+00, 9.41e-01]
3800 [1.89e+00, 1.28e+00, 1.76e+00, 1.67e+00, 4.51e-01, 7.49e-01, -2.61e-01, -2.09e-01, -1.70e-01, 4.10e-01, -4.09e-01, -3.87e-01, 4.58e-02, 7.71e+00, 1.21e-01, 3.47e+00, 9.11e-01]
4000 [1.91e+00, 1.28e+00, 1.74e+00, 1.63e+00, 4.43e-01, 8.13e-01, -2.64e-01, -2.09e-01, -1.67e-01, 4.25e-01, -4.05e-01, -3.83e-01, 4.58e-02, 7.72e+00, 1.20e-01, 3.67e+00, 8.83e-01]
4200 [1.93e+00, 1.28e+00, 1.74e+00, 1.62e+00, 4.49e-01, 8.95e-01, -2.67e-01, -2.10e-01, -1.63e-01, 4.37e-01, -4.12e-01, -3.90e-01, 4.58e-02, 7.71e+00, 1.22e-01, 3.86e+00, 8.52e-01]
4400 [1.95e+00, 1.27e+00, 1.72e+00, 1.58e+00, 4.55e-01, 9.81e-01, -2.70e-01, -2.11e-01, -1.59e-01, 4.50e-01, -4.13e-01, -3.90e-01, 4.58e-02, 7.71e+00, 1.24e-01, 4.06e+00, 8.20e-01]
4600 [1.97e+00, 1.26e+00, 1.70e+00, 1.55e+00, 4.68e-01, 1.08e+00, -2.74e-01, -2.12e-01, -1.55e-01, 4.62e-01, -4.12e-01, -3.90e-01, 4.58e-02, 7.71e+00, 1.28e-01, 4.25e+00, 7.87e-01]
4800 [1.99e+00, 1.25e+00, 1.67e+00, 1.51e+00, 4.91e-01, 1.18e+00, -2.78e-01, -2.13e-01, -1.50e-01, 4.75e-01, -4.10e-01, -3.87e-01, 4.58e-02, 7.71e+00, 1.34e-01, 4.45e+00, 7.49e-01]
5000 [2.01e+00, 1.23e+00, 1.65e+00, 1.47e+00, 5.27e-01, 1.29e+00, -2.82e-01, -2.14e-01, -1.46e-01, 4.90e-01, -4.07e-01, -3.84e-01, 4.58e-02, 7.72e+00, 1.36e-01, 4.65e+00, 7.11e-01]
5200 [2.03e+00, 1.22e+00, 1.62e+00, 1.43e+00, 5.69e-01, 1.40e+00, -2.87e-01, -2.16e-01, -1.42e-01, 5.06e-01, -3.99e-01, -3.76e-01, 4.58e-02, 7.72e+00, 1.34e-01, 4.85e+00, 6.73e-01]
